deviceId,gpsTime,latitude,longitude,deviceSpeed,ignition,orientation,vehicleClass
DEVICE001,2024-03-15 17:44:00,23.132182,89.548566,29.9,1,108.6,6
DEVICE001,2024-03-15 17:49:00,23.122828,89.54313,19.5,1,96.6,2
DEVICE001,2024-03-15 17:51:00,23.142194,89.538238,8.6,1,125.0,4
DEVICE001,2024-03-15 17:53:00,23.130578,89.545761,33.0,1,270.2,6
DEVICE001,2024-03-15 18:05:00,23.12807,89.541833,13.8,1,239.0,3
DEVICE001,2024-03-15 18:22:00,23.125119,89.549725,28.9,1,252.4,3
DEVICE001,2024-03-15 18:30:00,23.120517,89.556134,21.6,1,198.1,3
DEVICE001,2024-03-15 18:35:00,23.13417,89.538487,5.3,1,259.2,4
DEVICE001,2024-03-15 18:35:00,23.128614,89.53125,27.7,1,176.7,1
DEVICE001,2024-03-15 18:42:00,23.143283,89.5414,16.4,1,65.5,2
DEVICE001,2024-03-15 18:44:00,23.130253,89.543372,18.6,1,259.7,3
DEVICE001,2024-03-15 19:17:00,23.139004,89.538229,26.7,1,101.9,1
DEVICE001,2024-03-15 19:47:00,23.132059,89.535472,21.1,1,77.9,4
DEVICE001,2024-03-15 19:53:00,23.132298,89.543036,10.8,1,5.1,6
DEVICE001,2024-03-15 20:03:00,23.132719,89.538173,6.3,1,23.5,4
DEVICE001,2024-03-15 20:04:00,23.131097,89.537715,14.4,1,292.0,3
DEVICE001,2024-03-15 20:06:00,23.128747,89.537785,21.8,1,158.6,2
DEVICE001,2024-03-15 20:17:00,23.127385,89.537774,1.1,0,45.5,4
DEVICE001,2024-03-15 21:15:00,23.1276,89.536014,3.0,1,81.2,6
DEVICE001,2024-03-15 21:24:00,23.126196,89.541396,11.3,1,356.4,3
DEVICE001,2024-03-15 21:36:00,23.127964,89.53617,15.5,1,341.1,2
DEVICE001,2024-03-15 22:00:00,23.130509,89.536163,10.2,1,11.8,3
DEVICE001,2024-03-15 22:07:00,23.130751,89.542171,11.7,1,98.0,6
DEVICE001,2024-03-15 22:10:00,23.12714,89.536155,19.8,1,331.6,4
DEVICE001,2024-03-15 22:13:00,23.133705,89.540386,6.6,1,198.7,2
DEVICE001,2024-03-15 22:31:00,23.126627,89.535663,10.9,1,264.4,6
DEVICE001,2024-03-15 22:34:00,23.133163,89.541199,5.6,1,51.2,1
DEVICE001,2024-03-15 22:45:00,23.132498,89.538411,7.1,1,84.0,3
DEVICE001,2024-03-15 22:50:00,23.12719,89.536405,19.8,1,71.2,1
DEVICE001,2024-03-15 23:01:00,23.136247,89.539289,2.3,0,97.0,1
DEVICE001,2024-03-15 23:18:00,23.127654,89.54227,16.6,1,13.2,1
DEVICE001,2024-03-15 23:21:00,23.133172,89.540386,8.0,1,148.2,4
DEVICE001,2024-03-15 23:37:00,23.134872,89.532027,10.9,1,169.2,4
DEVICE001,2024-03-15 23:48:00,23.127484,89.540103,18.9,1,329.8,2
DEVICE001,2024-03-16 00:16:00,23.131866,89.539282,1.6,1,185.3,1
DEVICE001,2024-03-16 00:42:00,23.131733,89.539309,4.3,1,186.6,6
DEVICE001,2024-03-16 00:48:00,23.131735,89.539312,2.5,1,96.1,2
DEVICE001,2024-03-16 00:51:00,23.131834,89.539407,1.2,1,198.8,1
DEVICE001,2024-03-16 00:59:00,23.13185,89.539222,1.4,1,10.4,6
DEVICE001,2024-03-16 01:15:00,23.131806,89.539352,2.3,1,215.8,2
DEVICE001,2024-03-16 01:53:00,23.131717,89.539313,4.6,1,299.6,4
DEVICE001,2024-03-16 01:55:00,23.131793,89.539106,0.3,1,122.4,6
DEVICE001,2024-03-16 01:59:00,23.131686,89.539296,3.6,1,300.5,4
DEVICE001,2024-03-16 02:24:00,23.131737,89.539359,2.3,1,251.1,6
DEVICE001,2024-03-16 02:24:00,23.13177,89.539271,1.2,1,268.1,4
DEVICE001,2024-03-16 02:24:00,23.131804,89.53916,4.9,1,54.8,1
DEVICE001,2024-03-16 02:52:00,23.131737,89.539112,0.0,1,208.8,4
DEVICE001,2024-03-16 02:55:00,23.131676,89.539279,0.7,1,198.7,6
DEVICE001,2024-03-16 03:04:00,23.131855,89.539283,2.3,1,249.4,1
DEVICE001,2024-03-16 03:32:00,23.131743,89.539341,4.8,1,304.2,1
DEVICE001,2024-03-16 03:33:00,23.131821,89.539306,4.6,1,313.5,2
DEVICE001,2024-03-16 03:54:00,23.131709,89.539191,1.6,1,343.5,4
DEVICE001,2024-03-16 04:02:00,23.13178,89.539452,3.1,1,103.5,2
DEVICE001,2024-03-16 04:10:00,23.13169,89.539238,0.9,1,245.9,4
DEVICE001,2024-03-16 04:18:00,23.131698,89.539332,1.8,1,148.3,2
DEVICE001,2024-03-16 04:28:00,23.131758,89.539324,0.8,1,116.8,1
DEVICE001,2024-03-16 04:47:00,23.131933,89.539278,0.5,1,253.4,1
DEVICE001,2024-03-16 04:57:00,23.131888,89.539213,4.0,1,56.9,4
DEVICE001,2024-03-16 04:58:00,23.131782,89.539442,2.9,1,165.4,1
DEVICE001,2024-03-16 05:12:00,23.131794,89.539263,5.0,1,137.3,3
DEVICE001,2024-03-16 05:17:00,23.13188,89.53917,0.0,1,350.5,6
DEVICE001,2024-03-16 05:36:00,23.131759,89.539281,1.5,1,298.8,4
DEVICE001,2024-03-16 05:37:00,23.131914,89.539264,1.5,1,164.5,3
DEVICE001,2024-03-16 05:47:00,23.131833,89.539254,2.5,1,287.6,6
DEVICE001,2024-03-16 06:11:00,23.134091,89.529343,21.0,1,131.7,6
DEVICE001,2024-03-16 06:14:00,23.126309,89.534119,34.1,1,259.5,2
DEVICE001,2024-03-16 06:37:00,23.139199,89.547359,25.9,1,117.6,4
DEVICE001,2024-03-16 06:40:00,23.130778,89.538283,17.9,1,283.9,1
DEVICE001,2024-03-16 06:58:00,23.137432,89.548819,23.2,1,339.9,3
DEVICE001,2024-03-16 07:06:00,23.124926,89.54054,35.2,1,339.5,3
DEVICE001,2024-03-16 07:07:00,23.133816,89.537544,17.9,1,163.3,6
DEVICE001,2024-03-16 07:23:00,23.128676,89.541711,17.7,1,44.5,3
DEVICE001,2024-03-16 07:41:00,23.139485,89.548606,27.2,1,109.6,4
DEVICE001,2024-03-16 07:43:00,23.131392,89.544184,37.5,1,229.9,3
DEVICE001,2024-03-16 07:55:00,23.141383,89.547798,25.2,1,50.7,2
DEVICE001,2024-03-16 07:55:00,23.129464,89.534825,35.3,1,304.5,6
DEVICE001,2024-03-16 07:58:00,23.127506,89.533617,33.3,1,167.1,3
DEVICE001,2024-03-16 08:03:00,23.13187,89.541893,38.6,1,203.2,1
DEVICE001,2024-03-16 08:28:00,23.133173,89.537497,43.5,1,246.8,6
DEVICE001,2024-03-16 08:37:00,23.134688,89.543573,37.3,1,35.6,4
DEVICE001,2024-03-16 08:39:00,23.132996,89.538914,27.2,1,133.4,4
DEVICE001,2024-03-16 08:54:00,23.134661,89.541181,39.7,1,230.2,1
DEVICE001,2024-03-16 08:57:00,23.128586,89.54321,44.3,1,68.3,1
DEVICE001,2024-03-16 09:00:00,23.155336,89.536927,16.6,1,194.5,2
DEVICE001,2024-03-16 09:07:00,23.133132,89.539524,39.7,1,284.4,2
DEVICE001,2024-03-16 09:07:00,23.11804,89.541365,44.7,1,184.8,1
DEVICE001,2024-03-16 09:13:00,23.134014,89.533925,35.2,1,278.8,6
DEVICE001,2024-03-16 09:19:00,23.134528,89.538665,27.5,1,172.4,4
DEVICE001,2024-03-16 09:28:00,23.134009,89.5385,30.2,1,282.0,6
DEVICE001,2024-03-16 09:37:00,23.132968,89.541634,19.4,1,267.0,6
DEVICE001,2024-03-16 10:24:00,23.12313,89.537622,59.7,1,218.0,1
DEVICE001,2024-03-16 10:27:00,23.132746,89.546513,27.1,1,163.3,4
DEVICE001,2024-03-16 10:38:00,23.139622,89.547275,8.9,1,210.7,3
DEVICE001,2024-03-16 10:43:00,23.129738,89.530879,6.5,1,323.7,3
DEVICE001,2024-03-16 10:46:00,23.121163,89.544556,5.7,1,134.7,2
DEVICE001,2024-03-16 10:50:00,23.138751,89.530032,42.1,1,276.8,2
DEVICE001,2024-03-16 11:01:00,23.129751,89.532724,10.8,1,122.3,1
DEVICE001,2024-03-16 11:14:00,23.125765,89.547547,50.8,1,41.4,3
DEVICE001,2024-03-16 11:18:00,23.125502,89.547737,36.0,1,76.6,4
DEVICE001,2024-03-16 11:26:00,23.125007,89.527816,21.2,1,312.5,1
DEVICE001,2024-03-16 11:36:00,23.122502,89.543723,13.6,1,276.3,6
DEVICE001,2024-03-16 11:39:00,23.121492,89.535474,40.5,1,236.8,3
DEVICE001,2024-03-16 11:51:00,23.1504,89.546676,7.8,1,202.2,1
DEVICE001,2024-03-16 11:59:00,23.134605,89.541133,28.5,1,155.5,3
DEVICE001,2024-03-16 12:43:00,23.130554,89.537338,1.2,1,159.1,3
DEVICE001,2024-03-16 12:47:00,23.130166,89.540182,8.0,1,133.2,3
DEVICE001,2024-03-16 12:49:00,23.13263,89.538522,14.1,0,271.6,1
DEVICE001,2024-03-16 12:55:00,23.134744,89.540693,2.1,1,349.9,1
DEVICE001,2024-03-16 13:19:00,23.131913,89.537654,14.2,0,43.2,4
DEVICE001,2024-03-16 13:33:00,23.132829,89.544973,10.0,0,19.7,2
DEVICE001,2024-03-16 13:47:00,23.129489,89.541433,6.5,0,180.1,3
DEVICE001,2024-03-16 13:48:00,23.130289,89.539996,7.7,1,244.3,4
DEVICE001,2024-03-16 14:01:00,23.143214,89.560719,68.0,1,165.6,3
DEVICE001,2024-03-16 14:25:00,23.133643,89.539812,61.7,1,331.6,3
DEVICE001,2024-03-16 14:36:00,23.11997,89.54738,35.8,1,104.2,4
DEVICE001,2024-03-16 15:27:00,23.132325,89.552622,60.7,1,188.6,4
DEVICE001,2024-03-16 15:40:00,23.110066,89.537942,16.8,1,125.8,2
DEVICE001,2024-03-16 15:55:00,23.126966,89.546915,28.6,1,60.5,6
DEVICE001,2024-03-16 16:06:00,23.136183,89.552144,18.8,1,273.7,1
DEVICE001,2024-03-16 16:11:00,23.124017,89.531259,67.1,1,202.9,6
DEVICE001,2024-03-16 16:28:00,23.142354,89.529611,50.9,1,355.2,3
DEVICE001,2024-03-16 16:55:00,23.12742,89.549149,68.3,1,168.8,3
DEVICE001,2024-03-16 17:09:00,23.121339,89.542651,33.7,1,301.5,1
DEVICE001,2024-03-16 17:23:00,23.14239,89.54486,30.0,1,307.9,6
DEVICE001,2024-03-16 17:28:00,23.128277,89.537614,32.3,1,217.8,6
DEVICE001,2024-03-16 17:37:00,23.126598,89.539062,6.7,1,162.7,1
DEVICE001,2024-03-16 17:38:00,23.124346,89.541072,20.2,1,285.1,1
DEVICE001,2024-03-16 18:35:00,23.129717,89.548704,25.4,1,236.4,6
DEVICE001,2024-03-16 18:35:00,23.13461,89.528685,16.3,1,241.2,6
DEVICE001,2024-03-16 18:39:00,23.128353,89.542807,9.8,1,147.2,3
DEVICE001,2024-03-16 18:41:00,23.131857,89.545739,10.2,1,158.2,6
DEVICE001,2024-03-16 18:41:00,23.125487,89.544366,26.0,1,337.7,3
DEVICE001,2024-03-16 18:43:00,23.133879,89.5309,22.9,1,23.7,1
DEVICE001,2024-03-16 18:55:00,23.139486,89.543641,9.5,1,330.0,3
DEVICE001,2024-03-16 19:18:00,23.140055,89.545414,30.3,1,300.6,6
DEVICE001,2024-03-16 19:21:00,23.127481,89.539671,33.4,1,49.5,1
DEVICE001,2024-03-16 19:41:00,23.130616,89.539239,25.1,1,111.2,2
DEVICE001,2024-03-16 20:02:00,23.130779,89.537324,10.3,1,159.9,3
DEVICE001,2024-03-16 20:11:00,23.132487,89.533889,20.8,1,59.6,4
DEVICE001,2024-03-16 20:42:00,23.131928,89.537719,8.4,1,135.6,2
DEVICE001,2024-03-16 21:23:00,23.134672,89.539201,5.9,1,10.1,1
DEVICE001,2024-03-16 21:35:00,23.130898,89.535793,23.4,1,44.9,1
DEVICE001,2024-03-16 21:48:00,23.133168,89.538351,4.0,1,157.5,2
DEVICE001,2024-03-16 21:49:00,23.129058,89.541784,7.0,1,347.9,2
DEVICE001,2024-03-16 21:50:00,23.129243,89.538753,11.2,1,291.1,4
DEVICE001,2024-03-16 21:51:00,23.132451,89.538597,15.1,1,173.0,3
DEVICE001,2024-03-16 21:52:00,23.131357,89.539866,11.3,1,19.2,6
DEVICE001,2024-03-16 21:57:00,23.126858,89.544671,20.9,1,354.4,4
DEVICE001,2024-03-16 22:01:00,23.133692,89.536042,6.4,1,261.8,6
DEVICE001,2024-03-16 22:27:00,23.131884,89.540825,2.8,1,85.8,6
DEVICE001,2024-03-16 22:29:00,23.131317,89.538989,1.6,1,185.5,2
DEVICE001,2024-03-16 22:32:00,23.131158,89.539272,19.7,1,314.4,1
DEVICE001,2024-03-16 22:41:00,23.132275,89.539967,8.4,1,330.3,4
DEVICE001,2024-03-16 22:42:00,23.128959,89.538884,16.7,1,343.2,6
DEVICE001,2024-03-16 22:44:00,23.131953,89.53593,20.8,1,221.5,1
DEVICE001,2024-03-16 22:45:00,23.134564,89.539328,3.6,1,205.4,2
DEVICE001,2024-03-16 23:02:00,23.133691,89.539845,7.3,1,15.1,3
DEVICE001,2024-03-16 23:08:00,23.132489,89.537586,1.1,1,280.5,4
DEVICE001,2024-03-16 23:15:00,23.128196,89.535582,18.3,1,264.7,3
DEVICE001,2024-03-16 23:18:00,23.132923,89.533401,8.9,1,119.5,1
DEVICE001,2024-03-16 23:24:00,23.131753,89.539843,24.5,1,283.9,3
DEVICE001,2024-03-16 23:32:00,23.133123,89.536186,10.0,1,13.2,2
DEVICE001,2024-03-16 23:44:00,23.132432,89.540771,12.0,1,257.8,4
DEVICE001,2024-03-16 23:51:00,23.135568,89.536135,9.2,1,322.1,4
DEVICE001,2024-03-17 00:10:00,23.131748,89.539324,3.4,1,313.2,3
DEVICE001,2024-03-17 00:11:00,23.131538,89.539304,2.5,1,186.9,1
DEVICE001,2024-03-17 00:20:00,23.131726,89.539375,0.5,1,160.5,4
DEVICE001,2024-03-17 00:39:00,23.131723,89.539577,5.0,1,341.2,1
DEVICE001,2024-03-17 00:46:00,23.13147,89.539438,2.1,1,65.0,3
DEVICE001,2024-03-17 01:09:00,23.131719,89.539204,4.2,1,45.4,2
DEVICE001,2024-03-17 01:12:00,23.131832,89.539213,0.6,1,323.5,4
DEVICE001,2024-03-17 01:33:00,23.131734,89.539375,1.8,1,345.8,1
DEVICE001,2024-03-17 01:40:00,23.1316,89.539287,2.0,1,57.6,1
DEVICE001,2024-03-17 01:43:00,23.131691,89.539379,2.2,1,27.7,2
DEVICE001,2024-03-17 01:45:00,23.131848,89.539299,2.2,1,329.9,4
DEVICE001,2024-03-17 01:47:00,23.131546,89.539276,0.9,1,42.4,3
DEVICE001,2024-03-17 01:49:00,23.131607,89.539487,3.2,1,11.7,2
DEVICE001,2024-03-17 02:35:00,23.131917,89.539177,2.7,1,256.3,2
DEVICE001,2024-03-17 02:50:00,23.131812,89.539587,1.8,1,285.1,2
DEVICE001,2024-03-17 02:51:00,23.131815,89.539228,3.4,1,125.1,1
DEVICE001,2024-03-17 03:01:00,23.131665,89.539251,1.8,1,353.9,2
DEVICE001,2024-03-17 03:33:00,23.131655,89.539371,2.1,1,45.1,3
DEVICE001,2024-03-17 03:39:00,23.131858,89.539341,4.4,1,258.1,4
DEVICE001,2024-03-17 03:40:00,23.131771,89.539248,2.9,1,181.0,1
DEVICE001,2024-03-17 03:41:00,23.131648,89.539326,0.4,1,46.2,6
DEVICE001,2024-03-17 03:53:00,23.1318,89.53935,0.6,1,116.2,2
DEVICE001,2024-03-17 04:17:00,23.131725,89.539417,0.6,1,180.9,2
DEVICE001,2024-03-17 04:21:00,23.131594,89.539228,4.2,1,10.2,1
DEVICE001,2024-03-17 04:33:00,23.131809,89.539238,4.5,1,228.6,6
DEVICE001,2024-03-17 04:37:00,23.131849,89.539422,4.7,1,259.4,6
DEVICE001,2024-03-17 04:41:00,23.131759,89.539369,3.9,1,206.0,6
DEVICE001,2024-03-17 05:01:00,23.131708,89.539241,2.5,1,344.4,4
DEVICE001,2024-03-17 05:10:00,23.131698,89.539307,2.2,1,218.4,3
DEVICE001,2024-03-17 05:15:00,23.131732,89.539224,4.0,1,26.3,1
DEVICE001,2024-03-17 05:26:00,23.131805,89.539256,1.2,1,117.9,6
DEVICE001,2024-03-17 05:28:00,23.131834,89.539348,1.2,1,138.3,6
DEVICE001,2024-03-17 05:46:00,23.131775,89.539184,1.6,1,185.3,4
DEVICE001,2024-03-17 05:48:00,23.131684,89.539268,1.9,1,167.9,3
DEVICE001,2024-03-17 05:55:00,23.131746,89.539103,3.6,1,351.1,2
DEVICE001,2024-03-17 06:18:00,23.134809,89.534951,31.1,1,317.7,3
DEVICE001,2024-03-17 06:31:00,23.137351,89.537299,15.7,1,348.0,2
DEVICE001,2024-03-17 06:35:00,23.127632,89.542883,23.7,1,197.9,6
DEVICE001,2024-03-17 06:37:00,23.137317,89.541125,25.6,1,317.6,4
DEVICE001,2024-03-17 06:48:00,23.133321,89.539755,27.1,1,202.3,3
DEVICE001,2024-03-17 07:02:00,23.134698,89.542714,16.4,1,170.5,4
DEVICE001,2024-03-17 07:09:00,23.127329,89.538867,33.2,1,220.7,2
DEVICE001,2024-03-17 07:25:00,23.131483,89.535094,44.7,1,121.1,6
DEVICE001,2024-03-17 07:34:00,23.126528,89.537115,29.7,1,6.0,3
DEVICE001,2024-03-17 07:35:00,23.13187,89.535971,43.2,1,183.3,6
DEVICE001,2024-03-17 07:38:00,23.140318,89.537505,29.2,1,279.4,6
DEVICE001,2024-03-17 07:39:00,23.136708,89.53852,18.6,1,286.2,3
DEVICE001,2024-03-17 07:43:00,23.128054,89.541447,18.3,1,323.6,1
DEVICE001,2024-03-17 08:01:00,23.127262,89.541821,28.2,1,73.4,6
DEVICE001,2024-03-17 08:09:00,23.132085,89.545812,39.6,1,252.2,2
DEVICE001,2024-03-17 08:46:00,23.125717,89.540047,16.5,1,259.6,4
DEVICE001,2024-03-17 08:49:00,23.122208,89.541024,33.3,1,261.9,2
DEVICE001,2024-03-17 09:13:00,23.140892,89.539193,33.7,1,135.7,2
DEVICE001,2024-03-17 09:18:00,23.126844,89.54641,2.5,0,92.3,4
DEVICE001,2024-03-17 09:24:00,23.125962,89.543829,53.7,1,278.3,2
DEVICE001,2024-03-17 09:29:00,23.127664,89.545559,54.7,1,277.9,3
DEVICE001,2024-03-17 09:35:00,23.133565,89.533165,56.0,1,43.9,6
DEVICE001,2024-03-17 09:39:00,23.138005,89.537587,29.1,1,107.5,3
DEVICE001,2024-03-17 09:49:00,23.135081,89.551353,17.3,1,114.1,3
DEVICE001,2024-03-17 10:00:00,23.136411,89.538652,57.9,1,235.0,4
DEVICE001,2024-03-17 10:12:00,23.130405,89.54949,49.7,1,97.8,1
DEVICE001,2024-03-17 10:39:00,23.131939,89.541877,44.5,1,325.9,2
DEVICE001,2024-03-17 10:40:00,23.137556,89.543519,14.0,1,170.1,2
DEVICE001,2024-03-17 11:00:00,23.117092,89.528243,17.9,1,120.6,4
DEVICE001,2024-03-17 11:26:00,23.139842,89.555347,52.9,1,359.0,4
DEVICE001,2024-03-17 11:41:00,23.138627,89.537718,12.0,1,232.5,1
DEVICE001,2024-03-17 11:41:00,23.119256,89.536492,34.4,1,337.2,2
